# 몬스터·보스 썸네일 RUID (2026-09-25 업로드, sprite/etc "RtsThumb<ID>") — 원본 assets/design/monster-thumbnails/<kind>/<ID>.png. 표 생성: python tools/gen-monster-thumbs.py
M220	b693b1d41f8c4b80a3a7942d0b5c4f33	침묵의 정찰자
M221	89d179eaec724224bc2b07224773f55b	절망에 빠진 자
M222	cd24375a3f7646aa8cc27401613d3ae9	절망에 메인 자
M223	5b6895c7f6d143498bd0654e60656ba3	침묵의 감시자
M224	f578fbc775674851bc2f0b6fa08cfde9	침묵의 암살자
M225	3730b3fab7df44348fd65ac681b03c12	안세스티온
M226	1db624076a4f45c7aa21f70d387e1502	트랜센디온
M227	1204d11b7ed24486ad11909fb78fc2c6	포어베리온
M228	0acd09054b2e4e639d8930b2dfc91a0b	엠브리온
M229	2f55cace88f94413bc166f75225edbd1	어센시온
B01	0c346809569f42e7a2d6105151492228	주니어 발록
B02	d164b41848e44007ab8cad4264007542	자쿰
B03	c40873ab5be841e0b7bc56a78e7d3f72	피아누스
B04	7cb80283a94c4f48800d066a8b889279	혼테일
B05	a2806e2e5bfe4b059cf9c89bd7e68211	핑크빈
B06	57f9be3a7210449a875c4b606b2f5256	시그너스
B07	2adcd32661a143db82ddb71d8334ef34	스우
B08	15a75033349d4e008131708220272bfd	데미안
B09	1c8e230c64f84521aade64d5acb63913	루시드(보스)
B10	249fcb5bba994ed692ee44e638978601	윌
B11	47a3e9cfce0142879f6118058785066b	더스크
B12	6386fc93f5fe48b1bf0b4c78b7124238	진 힐라
B13	fb7ec2a7ea6841da9a12bc2247012340	친위대장 듄켈
B14	bc602e6188c6406eb5611f601036822f	아이온
B15	7c3c119476524b46a553f335f578cdb9	얄다바오트
B16	b864e612ca3a41c0bab23a01271cd5df	검은마법사
B17	172efa921ca643c7a89cb30127a448f2	검은마법사
B18	5cea8a3437734ccca75300cb6882f602	검은마법사
